FIPS,svi_score,socioeconomic_status,household_characterisitcs,race_ethnicity_minority_status,housing_type_transportation,total_race_population,white_population,black_population,asian_population,hispanic_population,median_household_income,total_housing_population,total_ownership_population,health_insurance_coverage_pop,educational_attainment,poverty_rate,homeownership_rate
92606,0.3363,0.2216,0.1784,0.6952,0.5342,24431,8603,338,11257,2223,128580.0,9026,3263,24267,41.0,2961,0.3615111898958564
92610,0.0544,0.0684,0.0579,0.549,0.146,13107,6782,114,3914,1631,170469.0,4555,3576,13054,39.9,240,0.7850713501646542
92612,0.5889,0.5977,0.08,0.5717,0.9119,34868,17403,980,12888,3895,88929.0,14404,4015,34809,41.4,8874,0.27874201610663707
92614,0.3912,0.3813,0.292,0.6068,0.4061,29544,13155,1314,9554,3588,109475.0,11626,4412,29438,39.8,4743,0.379494237054877
92617,0.5211,0.6374,0.0214,0.7258,0.8841,20432,7494,1204,7708,3903,67056.0,4358,1310,20432,25.0,3408,0.3005966039467646
92618,0.4561,0.283,0.2561,0.6827,0.6964,59386,21623,869,29314,5935,132843.0,22546,8883,58966,40.1,5012,0.3939945001330613
92620,0.4269,0.2392,0.5203,0.7388,0.4589,61110,18258,735,35534,5078,135494.0,21469,12047,61100,38.1,5723,0.5611346592761657
92624,0.2713,0.1971,0.3395,0.3076,0.4114,6881,5511,60,137,1589,121028.0,2731,1646,6733,31.8,186,0.6027096301720981
92625,0.114,0.1117,0.46,0.1484,0.1443,12546,10282,141,868,1081,174570.0,5807,3380,12546,42.8,1046,0.5820561391424143
92626,0.438,0.4474,0.1935,0.5235,0.5267,50198,29050,1135,6873,15105,105281.0,19313,8100,50109,31.0,4438,0.41940661730440637
92627,0.686,0.6404,0.2729,0.5246,0.9131,62181,35093,457,3242,25367,105647.0,22380,8433,61896,28.8,6069,0.3768096514745308
92629,0.1561,0.1789,0.3337,0.1756,0.2184,26144,21862,339,1172,3617,119368.0,11446,7279,26078,33.4,1869,0.6359426874017123
92630,0.4485,0.3433,0.3053,0.5246,0.6037,66240,37236,1583,11696,17131,120848.0,23337,15895,66041,30.6,5554,0.6811072545742812
92637,0.4655,0.4789,0.5388,0.2941,0.4148,17452,12272,128,3927,951,56928.0,11932,8224,17405,29.1,1854,0.6892390211196782
92646,0.2357,0.1901,0.2526,0.3626,0.372,56033,38503,642,7197,8867,123899.0,21493,16297,55988,31.2,3350,0.7582468710743032
92647,0.5327,0.5351,0.3586,0.4992,0.5371,60114,34272,1160,8376,16953,106555.0,21287,9183,59915,25.3,5763,0.4313900502654202
92648,0.3023,0.2257,0.2045,0.3524,0.5591,45667,31677,354,5307,7226,116189.0,19968,9350,45436,30.5,2955,0.46824919871794873
92649,0.2585,0.2316,0.186,0.3501,0.4311,35206,25051,259,3798,5832,116055.0,14589,8266,35193,29.8,2200,0.5665912673932415
92651,0.1532,0.1444,0.2422,0.1054,0.3528,23981,20683,101,724,1675,148381.0,11106,7578,23981,37.2,1263,0.6823338735818476
92653,0.4281,0.2538,0.4965,0.4391,0.5713,29923,18220,320,4930,5977,123490.0,10772,7494,29661,35.2,2512,0.6956925362049758
92655,0.9731,0.8988,0.8911,0.8261,0.9925,8040,2123,75,3526,2832,61991.0,2510,755,7989,14.9,1433,0.300796812749004
92656,0.2573,0.1088,0.1408,0.4448,0.6489,53143,33484,1403,8615,10621,130854.0,20053,11506,53063,35.9,2583,0.573779484366429
92657,0.0649,0.0199,0.3899,0.3762,0.1066,9169,5911,52,2175,820,194881.0,3584,2618,9169,36.9,556,0.73046875
92660,0.1667,0.1474,0.2271,0.1847,0.3638,35926,28452,374,2829,3522,152700.0,15676,7882,35920,41.9,2842,0.5028068384792039
92661,0.0942,0.0269,0.3772,0.2844,0.1999,3300,2366,57,152,343,197344.0,1708,644,3300,36.1,289,0.3770491803278688
92662,0.0596,0.1725,0.1385,0.0414,0.1014,2346,2247,0,41,62,157128.0,1173,675,2346,44.4,7,0.5754475703324808
92663,0.2023,0.145,0.1107,0.1445,0.6089,21886,18728,77,753,3084,123333.0,10702,5092,21643,37.3,2001,0.4757989160904504
92672,0.407,0.3386,0.387,0.2799,0.5295,38020,29284,1070,1085,7405,105534.0,14940,7652,36174,28.7,2771,0.512182061579652
92673,0.1608,0.117,0.2955,0.2453,0.3482,30633,23305,661,2075,4843,172056.0,9649,7686,30452,31.6,1363,0.796559228935641
92675,0.5135,0.4035,0.467,0.472,0.6101,35099,22764,211,1383,13476,123474.0,11769,8991,34934,24.0,3175,0.7639561560030589
92676,0.1591,0.131,0.3355,0.098,0.332,1952,1728,0,21,234,116042.0,726,632,1952,37.0,183,0.8705234159779615
92677,0.2515,0.2298,0.2462,0.3484,0.3731,64259,44679,1300,7225,10346,135822.0,25239,16669,64076,32.6,4749,0.6604461349498791
92678,0.2421,0.6988,0.1199,0.2187,0.0765,630,495,8,14,96,107159.0,247,231,588,25.7,94,0.9352226720647774
92679,0.0292,0.0398,0.0771,0.281,0.0776,30971,23458,571,2900,4348,206361.0,10410,9326,30960,35.9,1077,0.8958693563880884
92683,0.8731,0.7842,0.8691,0.796,0.8754,90630,24327,907,45982,21887,80292.0,27692,14526,90373,17.9,14164,0.5245558283980933
92688,0.1357,0.1485,0.19,0.4164,0.2289,44444,29913,661,5818,9548,141089.0,15637,10901,44444,33.5,2188,0.6971286052311825
92691,0.3292,0.1959,0.4479,0.4074,0.4647,48073,32263,665,5938,11000,134070.0,16295,12408,47633,30.7,2485,0.761460570727217
92692,0.1292,0.1281,0.3465,0.3739,0.1628,45977,31317,444,7303,7765,136906.0,16680,12904,45914,34.5,2254,0.773621103117506
92694,0.0754,0.0234,0.3557,0.3127,0.1477,35074,24841,328,4849,3490,187701.0,11538,8611,34972,39.9,935,0.7463165193274398
92697,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
92701,0.952,0.8871,0.8042,0.9394,0.9705,49462,10762,270,2258,43108,65375.0,12741,3904,49391,7.8,7870,0.3064123695157366
92703,0.9275,0.8819,0.6275,0.9541,0.9762,61593,12636,393,10163,47702,77759.0,13524,6215,60014,9.4,7246,0.4595533865720201
92704,0.7901,0.7316,0.5238,0.9212,0.8453,80767,19200,937,14657,57805,89654.0,19931,10047,80687,14.5,8311,0.5040891074206011
92705,0.6275,0.4006,0.5035,0.6425,0.8586,46854,24412,1039,5024,21385,125059.0,15310,9444,46539,27.3,4073,0.61685173089484
92706,0.8316,0.7754,0.6107,0.8164,0.9102,36548,12182,539,3000,25753,90617.0,10019,5281,36337,15.4,4260,0.5270985128256312
92707,0.7608,0.7368,0.5249,0.9365,0.7115,59712,15442,424,4903,49324,94862.0,14062,7058,59399,12.5,5229,0.501920068269094
92708,0.4813,0.3392,0.5133,0.6295,0.5064,56754,24944,425,21248,9692,108860.0,18906,12455,56582,30.5,3940,0.6587855707182905
92780,0.7953,0.7105,0.6298,0.7224,0.9073,54945,25348,1377,7546,28473,89375.0,17342,7900,54796,22.4,5726,0.45554146003921114
92782,0.1918,0.1357,0.2995,0.6878,0.2242,29838,11379,539,13145,5319,139505.0,11041,6696,29818,37.1,1982,0.6064668055429762
92801,0.938,0.852,0.7781,0.8295,0.9884,64022,26878,2783,11783,37058,76264.0,18780,6867,63629,15.9,9568,0.3656549520766773
92802,0.8953,0.8199,0.6524,0.8623,0.9803,44316,21268,1134,5875,30595,81538.0,12149,4592,44029,14.3,6052,0.377973495760968
92804,0.9345,0.8491,0.7908,0.8034,0.9867,84700,37166,2938,21888,39519,75847.0,24586,10380,83763,17.6,12598,0.42219149109249166
92805,0.8357,0.7953,0.5371,0.8652,0.9171,73310,33999,1050,9263,52182,81576.0,20917,8443,73077,17.8,10893,0.40364296983315007
92806,0.7462,0.6532,0.5185,0.7728,0.8528,40945,18830,833,5684,23794,90512.0,12550,5374,40937,18.9,3934,0.428207171314741
92807,0.2228,0.1526,0.3244,0.4669,0.3308,36117,23390,495,5924,8733,133894.0,12389,10057,36061,27.0,2267,0.8117685043183469
92808,0.0784,0.107,0.1396,0.4646,0.1286,21080,12509,406,4508,3032,144348.0,7721,5599,21080,32.0,663,0.7251651340499935
92821,0.4327,0.2673,0.3638,0.6266,0.5747,41604,22269,404,10088,13562,114444.0,14658,8543,41598,28.4,2780,0.582821667348888
92823,0.1895,0.1035,0.2851,0.6952,0.2798,5495,1975,0,2292,1085,172857.0,1796,1489,5484,39.2,376,0.829064587973274
92831,0.707,0.762,0.1379,0.6363,0.9009,36470,20346,988,6616,13781,85220.0,12732,5205,36286,28.4,6279,0.4088124410933082
92832,0.7965,0.7731,0.5765,0.7258,0.8656,26040,11613,777,3484,13937,89722.0,8403,3016,25800,20.1,3916,0.35891943353564204
92833,0.6322,0.4912,0.5162,0.7972,0.6715,52799,19728,1020,18953,20504,107241.0,16402,9367,52751,28.1,5388,0.5710888915985856
92835,0.4807,0.1895,0.5307,0.528,0.7625,26687,15917,319,6539,5715,131385.0,9321,6520,26245,32.2,1427,0.6994957622572685
92840,0.8228,0.6649,0.8279,0.83,0.8783,53826,20773,511,19146,23978,90983.0,15588,8629,53620,19.2,5702,0.5535668462920195
92841,0.9082,0.831,0.8024,0.8493,0.9403,34188,8707,455,16504,10825,72243.0,9598,5251,34118,15.8,4986,0.5470931444050844
92843,0.8749,0.7684,0.6408,0.9382,0.9681,47549,11311,201,21373,21785,82147.0,11719,5679,47194,13.5,6969,0.4845976619165458
92844,0.9257,0.8094,0.8731,0.8895,0.9467,22622,3881,486,13326,5354,71354.0,6735,2800,22616,16.6,3464,0.41573867854491464
92845,0.1947,0.1556,0.2775,0.4,0.3198,15530,10661,265,2223,2800,126103.0,5435,4260,15520,28.5,630,0.7838086476540939
92860,0.2327,0.2579,0.1825,0.5037,0.3019,25367,15999,856,945,9813,121031.0,6953,5753,22861,14.5,1255,0.8274126276427441
92861,0.1497,0.0602,0.4009,0.3649,0.2891,5814,4105,40,1014,871,189306.0,1926,1737,5814,32.2,416,0.9018691588785047
92865,0.4135,0.2994,0.2966,0.6408,0.5319,21140,11900,376,3185,8291,120365.0,6983,4635,21117,27.8,1514,0.6637548331662609
92866,0.652,0.6088,0.2711,0.4975,0.8893,14873,9846,48,880,5563,83179.0,5534,1864,14829,23.4,1967,0.33682688832670765
92867,0.5491,0.4901,0.3239,0.5796,0.6611,44216,26077,438,5113,17181,116618.0,13203,8846,44194,25.0,3971,0.6699992425963797
92868,0.7643,0.5883,0.471,0.7394,0.9878,27280,14259,856,4012,13699,87868.0,8354,2849,24173,26.2,2995,0.3410342350969595
92869,0.3152,0.1918,0.3685,0.5688,0.4195,36429,21340,412,5370,12986,137440.0,11497,8620,36255,28.7,2145,0.749760807167087
92870,0.552,0.424,0.4971,0.6085,0.6298,53150,28909,1426,9298,18713,106298.0,16982,10840,52862,25.7,4546,0.6383229301613473
92879,0.7281,0.6678,0.6025,0.7853,0.7045,49111,18570,2916,5561,28840,84500.0,14040,8048,48947,15.6,6072,0.5732193732193732
92880,0.2696,0.2023,0.3598,0.7643,0.241,74645,26040,4871,19383,29714,139147.0,19333,14555,74483,27.4,4212,0.7528578078932395
92881,0.3281,0.2281,0.3366,0.6011,0.4131,31401,17638,1250,3866,11275,130536.0,9204,7458,31329,23.0,1821,0.8102998696219035
92882,0.5526,0.552,0.3314,0.6992,0.5238,69472,33103,3547,6271,35976,101185.0,19761,12556,69028,21.1,5084,0.6353929457011285
92883,0.2111,0.1924,0.4235,0.6102,0.1686,37211,19491,3865,4402,12876,125423.0,11817,9460,37211,21.0,2387,0.8005415926208005
92886,0.1982,0.1503,0.343,0.4748,0.2578,50437,30779,476,11895,9050,142900.0,16715,13713,50131,32.6,3490,0.820400837571044
92887,0.1064,0.0731,0.3117,0.4606,0.1564,20353,12613,314,4565,3398,159295.0,7098,6023,20341,36.7,790,0.8485488870104255
93001,0.7474,0.6392,0.7086,0.5105,0.8459,31751,23513,161,977,12683,80363.0,12755,5808,31714,23.7,3961,0.45535084280674243
93003,0.6082,0.417,0.6506,0.4244,0.7729,53283,40401,852,2672,16985,96895.0,20087,11854,52163,25.5,4916,0.5901329217902126
93004,0.4234,0.2251,0.4305,0.545,0.6025,31151,21038,768,1430,12873,113404.0,11119,7351,31006,25.7,2143,0.6611206043708967
93010,0.486,0.2485,0.5898,0.5105,0.6547,47656,32385,1608,3537,16257,104847.0,16379,10620,46094,24.2,3134,0.6483912326759875
93012,0.3988,0.2345,0.4137,0.451,0.5869,36145,24488,1323,4245,9381,118153.0,13471,9283,35795,29.8,2497,0.6891099398708337
93013,0.5772,0.4076,0.4403,0.4708,0.8048,16459,10601,156,368,6500,115000.0,6296,3723,16447,28.3,953,0.5913278271918678
93015,0.7825,0.5813,0.9467,0.7756,0.7468,18716,12237,90,280,13433,85079.0,5659,3385,18606,11.2,1388,0.5981622194734052
93021,0.2076,0.2012,0.3882,0.468,0.1952,37980,25110,942,2555,12510,145017.0,11844,9420,37958,28.5,1539,0.795339412360689
93022,0.1789,0.2398,0.434,0.2895,0.1466,6422,5029,6,77,1717,105739.0,2159,1647,6403,19.4,497,0.7628531727651691
93023,0.6351,0.4848,0.6999,0.2589,0.7966,21279,17717,77,503,4635,80720.0,8389,5997,21125,19.9,2041,0.7148647037787579
93030,0.845,0.7386,0.7654,0.9008,0.8859,58511,25533,1140,3515,46024,88508.0,15040,6973,58321,12.4,6401,0.46363031914893615
93033,0.9263,0.8942,0.8065,0.9501,0.8749,82517,36545,1322,5985,69876,82606.0,16851,9708,82059,9.4,10295,0.5761082428342532
93035,0.538,0.4836,0.6976,0.6244,0.3673,26286,15943,308,1465,13266,100074.0,9137,5550,26098,21.5,1655,0.6074203786800919
93036,0.7947,0.731,0.7497,0.8238,0.7387,46959,25625,1251,2857,32998,93481.0,13763,7461,46627,15.5,5153,0.5421056455714597
93040,0.7058,0.6854,0.9936,0.9229,0.1634,1838,1252,11,0,1663,86938.0,529,347,1838,8.3,167,0.6559546313799622
93041,0.8673,0.8637,0.9345,0.7048,0.6657,23108,13380,752,587,13864,70890.0,7430,3294,21979,14.8,2836,0.4433378196500673
93042,-999.0,-999.0,-999.0,0.5479,-999.0,107,55,28,0,34,,0,0,0,0.0,0,
93043,-999.0,-999.0,-999.0,0.6249,-999.0,722,326,91,70,211,,0,0,0,21.5,0,
93060,0.8854,0.8591,0.8975,0.8215,0.7375,34337,24275,202,367,26831,73628.0,10103,5373,34221,9.9,5353,0.531822231020489
93063,0.3749,0.2977,0.4108,0.4408,0.4455,57075,37255,537,6819,14650,115483.0,19936,14471,56797,22.6,4157,0.7258727929373997
93064,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
93065,0.293,0.2754,0.3424,0.417,0.3424,72086,49409,740,7693,18774,110537.0,25047,18420,72025,25.2,4854,0.7354174152593125
93066,0.1994,0.1532,0.5574,0.451,0.1767,2805,2089,0,77,1127,141250.0,1024,707,2805,23.1,174,0.6904296875
93067,0.4082,0.7719,0.0892,0.4351,0.2364,999,563,0,92,314,,418,285,999,24.5,90,0.6818181818181818
93101,0.7684,0.7661,0.5087,0.5841,0.8546,29870,17988,450,934,14526,76130.0,12401,2768,29828,26.5,5014,0.2232078058221111
93103,0.7082,0.6041,0.6837,0.5864,0.7497,19653,11644,236,654,9909,104238.0,7523,3624,19631,25.5,2035,0.48172271700119634
93105,0.3135,0.2199,0.2016,0.2453,0.6448,26482,21309,307,941,5349,130325.0,10783,5801,26014,34.6,2053,0.5379764444032273
93106,0.1345,0.5754,0.0313,0.5728,0.0898,5369,2486,56,1878,772,,24,0,5369,35.4,0,0.0
93108,0.0854,0.0456,0.1813,0.1445,0.2914,11209,9226,49,401,1052,215126.0,4581,3400,11196,34.6,670,0.7421960270683257
93109,0.3994,0.4842,0.3876,0.2034,0.376,11626,9351,219,291,1809,121250.0,4587,2506,11620,32.0,2055,0.5463265751035535
93110,0.6386,0.3614,0.6211,0.4187,0.9392,16403,10821,273,982,5048,112684.0,6508,3929,15520,29.7,1299,0.6037185003073141
93111,0.3842,0.1386,0.4768,0.3229,0.7167,18165,13710,146,933,4259,134897.0,6304,4199,17906,32.1,1339,0.6660850253807107
93117,0.7164,0.7994,0.0632,0.5365,0.9954,53345,30579,1700,7742,16235,79553.0,17009,6477,53331,28.4,13262,0.3807984008466106
93201,0.8351,0.9772,0.5191,0.9008,0.5272,1209,732,3,6,1042,46250.0,298,108,1209,1.5,460,0.3624161073825503
93202,0.6895,0.9415,0.4925,0.9076,0.1976,4308,2017,29,368,3348,56118.0,1021,658,4308,8.3,598,0.6444662095984329
93203,0.9444,0.9825,0.7891,0.9632,0.737,20781,10345,135,204,19597,47991.0,4842,2507,20687,2.8,5772,0.5177612556794713
93204,0.9532,0.9877,0.748,0.911,0.8187,13423,3327,499,145,11417,51902.0,3067,1373,10667,4.1,2154,0.4476687316596022
93205,0.5596,0.8643,0.6072,0.1904,0.1854,2320,1861,0,0,313,27215.0,897,536,2320,12.0,1187,0.5975473801560758
93206,0.8789,0.9129,0.9282,0.8425,0.5533,1709,911,12,0,1372,50938.0,481,214,1706,6.9,355,0.44490644490644493
93207,0.6813,0.6643,0.8436,0.0618,0.6466,232,207,0,0,1,49861.0,85,70,232,9.0,64,0.8235294117647058
93208,0.0111,0.1199,0.0377,0.111,0.0,127,105,0,0,0,61712.0,105,105,127,18.1,8,1.0
93210,0.948,0.824,0.9444,0.7462,0.967,18937,7375,682,379,12117,68152.0,4619,2420,15777,8.1,2949,0.5239229270404849
93212,0.9737,0.9409,0.8523,0.8703,0.9855,23391,9874,2520,210,17153,51890.0,4540,2319,15743,2.8,4322,0.5107929515418502
93215,0.9035,0.9211,0.6616,0.9535,0.861,53334,17972,2171,7137,40961,53480.0,12328,7344,46476,6.4,9216,0.5957170668397145
93218,0.8632,0.8772,0.7677,0.9133,0.7178,796,372,0,0,717,67788.0,151,106,796,6.0,64,0.7019867549668874
93219,0.9655,0.9655,0.9548,0.9847,0.7486,9871,3343,15,409,9302,46707.0,2427,1098,9870,1.9,1680,0.45241038318912236
93220,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
93221,0.7392,0.7047,0.9218,0.6034,0.4786,14423,8328,72,513,7590,80062.0,4661,3018,14394,13.8,2406,0.6475005363655868
93222,0.3474,0.6825,0.1669,0.3524,0.1709,2036,1469,0,399,327,48594.0,1050,890,2036,24.9,341,0.8476190476190476
93223,0.8982,0.9345,0.9241,0.911,0.562,10424,3754,123,29,9327,51952.0,2763,1859,10424,2.8,2544,0.672819399203764
93224,0.6649,0.8807,0.7422,0.1632,0.3297,501,415,0,0,74,55750.0,158,124,501,2.0,76,0.7848101265822784
93225,0.6491,0.8883,0.7526,0.1212,0.2885,5018,4653,0,48,849,46923.0,2062,1430,5018,11.7,1200,0.6935014548981572
93226,0.0836,0.2725,0.2074,0.0635,0.0718,55,49,0,0,0,27188.0,35,23,55,0.0,0,0.6571428571428571
93227,0.383,0.3503,0.8378,0.9938,0.0863,227,0,0,0,227,,74,32,227,0.0,28,0.43243243243243246
93230,0.7924,0.6836,0.9229,0.6538,0.7092,68572,40120,4289,2450,35101,72996.0,21942,13351,66911,12.4,9501,0.6084677786892717
93234,0.9953,0.9977,0.8337,0.9785,0.9768,6571,1303,110,0,6277,43879.0,1690,361,6571,3.3,2124,0.2136094674556213
93235,0.8678,0.7936,0.9988,0.9048,0.4021,4360,1708,0,0,3893,49131.0,1253,703,4360,6.3,508,0.5610534716679968
93237,0.2497,0.4468,0.1414,0.2346,0.2381,98,71,0,0,16,,67,20,98,16.7,40,0.29850746268656714
93238,0.5743,0.545,0.4733,0.0572,0.7694,866,824,8,22,44,41563.0,400,395,864,40.0,110,0.9875
93239,0.4772,0.631,0.1616,0.9768,0.2775,1404,326,0,0,1371,46219.0,525,90,1404,1.8,288,0.17142857142857143
93240,0.8099,0.8146,0.9849,0.1541,0.6194,5470,4559,18,75,631,28909.0,2446,1711,5409,5.9,1489,0.6995094031071136
93241,0.9725,0.9988,0.905,0.9626,0.7057,15978,10110,176,171,15073,33121.0,4387,1667,15978,1.8,5734,0.37998632322771825
93242,0.7731,0.817,0.7034,0.6657,0.6141,2683,1793,0,4,1752,56641.0,925,564,2683,6.6,382,0.6097297297297297
93243,0.6702,0.9509,0.6118,0.4992,0.2039,977,663,0,196,258,,504,281,977,32.2,341,0.5575396825396826
93244,0.224,0.2532,0.2312,0.1025,0.3876,121,101,0,0,6,,62,52,121,9.6,15,0.8387096774193549
93245,0.7234,0.7825,0.7219,0.6136,0.4878,37439,20438,2270,2700,15373,75696.0,11788,5802,34285,13.4,5265,0.49219545300305395
93246,-999.0,-999.0,-999.0,0.5365,-999.0,1129,616,241,65,264,,0,0,0,4.3,0,
93247,0.9789,0.9789,0.9629,0.8533,0.8372,17827,7888,152,118,14950,48783.0,5309,3025,17735,4.1,5620,0.5697871538896214
93249,0.9023,0.9117,0.7868,0.9671,0.7601,1996,885,0,16,1929,41534.0,541,176,1996,2.0,418,0.32532347504621073
93250,0.9205,0.8825,0.7729,0.932,0.9032,15126,6763,188,118,13688,42587.0,3600,1878,14462,2.7,3593,0.5216666666666666
93251,0.7485,0.7129,0.7555,0.6555,0.6379,293,208,0,0,182,68750.0,80,35,293,6.7,55,0.4375
93252,0.7076,0.7947,0.8233,0.4623,0.4085,1680,1321,0,27,627,50333.0,622,342,1680,7.4,321,0.5498392282958199
93254,0.5906,0.7181,0.8349,0.5813,0.1663,869,595,0,7,412,59107.0,329,248,869,21.6,123,0.7537993920972644
93255,0.5749,0.7216,0.1761,0.23,0.6576,872,634,0,47,99,29974.0,419,372,872,13.4,179,0.8878281622911695
93256,0.9322,0.9737,0.6089,0.9501,0.8575,5575,1727,300,119,4783,51652.0,1452,683,5575,3.0,990,0.4703856749311295
93257,0.9579,0.9058,0.9293,0.7881,0.927,79217,38848,373,2761,56132,54889.0,23692,13287,78178,8.8,15430,0.5608222184703697
93258,0.8655,0.9947,0.4363,0.9365,0.6176,1086,247,0,142,798,47639.0,374,84,1086,3.4,331,0.22459893048128343
93260,0.4322,0.7632,0.2659,0.0,0.2561,178,178,0,0,0,,77,69,178,13.9,32,0.8961038961038961
93261,0.8877,0.9836,0.7972,0.9541,0.489,1889,898,0,0,1801,26635.0,529,190,1889,0.0,760,0.3591682419659735
93262,-999.0,-999.0,-999.0,0.9938,-999.0,18,0,0,0,18,,0,0,18,0.0,0,
93263,0.855,0.8708,0.6756,0.8476,0.8071,22952,11682,387,168,18690,64145.0,5914,3646,22466,8.0,5441,0.6165032127155902
93265,0.3064,0.3947,0.3737,0.2759,0.2683,3194,2455,2,183,555,90921.0,1192,1137,3148,31.2,323,0.9538590604026845
93266,0.6953,0.8304,0.8111,0.6793,0.2625,1720,1012,0,0,1115,58766.0,369,152,1720,0.0,474,0.41192411924119243
93267,0.8468,0.9503,0.9154,0.7467,0.4426,5811,3455,27,19,4189,41175.0,1664,1262,5811,4.2,1498,0.7584134615384616
93268,0.9433,0.9614,0.9003,0.4782,0.8992,17124,12677,125,123,7325,50204.0,5692,2623,16754,5.1,4584,0.46082220660576245
93270,0.9439,0.9263,0.9954,0.6317,0.6837,5711,3524,0,29,3441,60068.0,1644,1012,5711,6.5,1185,0.6155717761557178
93271,0.1409,0.1743,0.8331,0.132,0.0562,2398,1974,63,135,161,78780.0,1200,801,2398,33.7,110,0.6675
93272,0.7725,0.9749,0.7178,0.8725,0.2451,4548,2733,7,0,3941,49961.0,1117,382,4548,6.7,1151,0.341987466427932
93274,0.8421,0.8678,0.8992,0.7235,0.5944,78831,43985,2241,2078,49953,66487.0,22523,13020,78462,7.4,13358,0.5780757447942103
93276,0.4164,0.7526,0.1448,0.1184,0.2897,150,123,0,0,15,,55,29,150,7.8,40,0.5272727272727272
93277,0.6643,0.5404,0.825,0.6051,0.5632,54127,32559,1866,2171,26134,73801.0,18525,11098,53682,16.2,6544,0.5990823211875843
93280,0.9351,0.9468,0.6784,0.9252,0.9079,27356,11085,1168,267,23533,48021.0,6387,3777,23031,4.3,4861,0.5913574448097698
93283,0.5567,0.5468,0.843,0.0589,0.4554,2416,2231,0,0,198,43143.0,1172,1056,2416,7.2,903,0.9010238907849829
93285,0.5088,0.7023,0.7625,0.0839,0.1958,2465,2135,0,0,315,35545.0,1328,1004,2465,5.5,631,0.7560240963855421
93286,0.9544,0.9567,0.9183,0.8363,0.8192,10418,4559,75,97,8293,45548.0,2916,1512,10418,7.0,2620,0.5185185185185185
93287,0.0573,0.0561,0.0973,0.2759,0.1784,119,95,0,0,23,90250.0,59,58,119,0.0,9,0.9830508474576272
93291,0.7368,0.6871,0.7619,0.6771,0.635,61439,29312,1133,5780,33243,75679.0,18443,10795,59610,14.7,8058,0.5853169224095863
93292,0.6561,0.5801,0.8389,0.6623,0.4652,44759,24226,677,1311,25966,77670.0,13868,8723,44435,9.9,5636,0.6290020190366311
93301,0.9895,0.9099,0.9867,0.6363,0.9942,13672,7534,1146,205,6307,37294.0,5434,2025,13302,11.9,5174,0.37265366212734635
93304,0.9871,0.9754,0.9652,0.8448,0.9108,50158,20188,4684,1095,35370,50334.0,15205,6641,49901,9.0,12963,0.4367642222952976
93305,0.9912,0.9713,0.9699,0.8312,0.934,36783,20187,2045,396,27083,35379.0,11081,3788,36564,6.5,12279,0.3418464037541738
93306,0.8912,0.8234,0.9096,0.766,0.8123,74769,39281,2779,1839,50019,66060.0,22116,13857,74438,10.7,14100,0.6265599565925122
93307,0.976,0.9807,0.8563,0.9144,0.9166,89651,53090,5639,2440,72196,50157.0,23152,11264,89619,5.9,23805,0.4865238424326192
93308,0.8544,0.8427,0.8169,0.3847,0.9235,55150,40004,1265,1369,15691,54189.0,19913,9357,53977,11.5,11681,0.4698940390699543
93309,0.8474,0.8216,0.8308,0.6833,0.81,62828,31178,5802,2949,31521,59828.0,22145,10552,62469,13.8,10634,0.4764958229848724
93311,0.393,0.2877,0.5203,0.6606,0.3679,50535,25674,3140,8266,18751,113616.0,16105,11402,50396,24.5,3767,0.7079788885439304
93312,0.2766,0.2801,0.4276,0.4884,0.2196,59616,38229,1929,4146,19805,111084.0,18163,14269,59382,21.5,5359,0.7856081043880416
93313,0.6544,0.6953,0.5353,0.7853,0.4571,59924,27184,3791,7823,34279,96149.0,16200,12940,59805,14.3,5684,0.7987654320987654
93314,0.1942,0.2357,0.2764,0.3813,0.2178,34156,26276,605,2526,8608,124885.0,10803,9086,34147,22.3,2477,0.8410626677774692
93401,0.4339,0.3842,0.1599,0.2391,0.7793,28773,23100,582,1221,5215,89962.0,12794,5988,28555,32.6,4209,0.4680318899484133
93402,0.4415,0.4444,0.4907,0.2238,0.4479,15572,12699,96,664,2863,92174.0,6394,4399,15554,28.7,1444,0.687988739443228
93405,0.5333,0.7427,0.0255,0.2504,0.8922,24991,19978,172,1649,3961,48388.0,8439,2794,24067,28.5,10627,0.3310818817395426
93407,-999.0,-999.0,-999.0,0.3416,-999.0,309,214,0,33,50,,0,0,309,,0,
